id,name,artist_id,artist_name,added_at,duration_ms,release_date,explicit,popularity,preview_url,image_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
4aSDknafFjICMMpN05Ocot,PestiEst,6u7q0ZGK0oilVYx4kqIk3E,Krúbi,2018-08-23T12:08:03Z,212760,2018-05-11,True,41,https://p.scdn.co/mp3-preview/fb7450f42ad1f36ab412399f256cfb877ecc4cdb?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b2734b685c457d4375f7c2d59015,0.736,0.66,10,-6.431,0,0.255,0.0411,1.19e-06,0.357,0.477,88.545,4
5DRCRIGxDNlo6MZo1qNjLy,Másnap,6u7q0ZGK0oilVYx4kqIk3E,Krúbi,2018-08-23T12:08:03Z,197426,2018-05-11,True,33,https://p.scdn.co/mp3-preview/8f49336080ae8db50078cea07aae6bee0fa0eb2b?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b2734b685c457d4375f7c2d59015,0.701,0.74,10,-6.331,0,0.0666,0.175,0,0.298,0.462,88.475,4
17sMfNOeSNqq91Id2ZWwcA,Fogyassz Bítószert Minden Nap,6u7q0ZGK0oilVYx4kqIk3E,Krúbi,2018-08-23T12:08:03Z,172880,2018-05-11,True,31,https://p.scdn.co/mp3-preview/17970713cfbc8edc0bda6caf2a4a54f19cb20f4f?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b2734b685c457d4375f7c2d59015,0.819,0.76,5,-5.802,1,0.256,0.195,0,0.275,0.73,150.027,4
5kBV54PfVTc1oylyr0P9HR,Nyösz Nyösz,6u7q0ZGK0oilVYx4kqIk3E,Krúbi,2018-08-23T12:08:03Z,267866,2018-05-11,True,29,https://p.scdn.co/mp3-preview/0818e18230779fad1666655b016f1c9620d4cff5?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b2734b685c457d4375f7c2d59015,0.84,0.609,9,-7.866,1,0.16,0.101,0,0.234,0.145,140.064,4
4fMv4cmdjsnswk1RjbpS9L,BÁMM,6u7q0ZGK0oilVYx4kqIk3E,Krúbi,2018-08-23T12:08:03Z,211293,2018-05-11,True,31,https://p.scdn.co/mp3-preview/9368cbbf6175d2e7e7b5eb2677c49ddf7b44d40d?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b2734b685c457d4375f7c2d59015,0.745,0.778,0,-8.428,1,0.0817,0.453,7.97e-06,0.094,0.773,164.993,4
4OBNRReCATIyv7uVNy5Ttc,SCHMUCK,6u7q0ZGK0oilVYx4kqIk3E,Krúbi,2018-08-23T12:08:03Z,179346,2018-05-11,False,30,https://p.scdn.co/mp3-preview/1c54b44a8b158059cbfbe5ece747edd548aa3c17?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b2734b685c457d4375f7c2d59015,0.843,0.718,2,-6.333,1,0.0937,0.0962,0,0.0755,0.567,139.922,4
6ie28NwprZXsqXH5Cde2RC,THC Zrt.,6u7q0ZGK0oilVYx4kqIk3E,Krúbi,2018-08-23T12:08:03Z,296480,2018-05-11,True,33,https://p.scdn.co/mp3-preview/3a371caef3cc3a0536ba18f1fad28233b2aa3866?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b2734b685c457d4375f7c2d59015,0.823,0.624,4,-7.088,0,0.161,0.354,0,0.0369,0.853,117.957,4
36Sshp4mvHpm6N8mdtgDCl,KARI,6u7q0ZGK0oilVYx4kqIk3E,Krúbi,2018-08-23T12:08:03Z,220240,2018-05-11,True,26,https://p.scdn.co/mp3-preview/8a7f57db66cb652b169159406d8ad44d5cc3c425?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b2734b685c457d4375f7c2d59015,0.551,0.563,2,-7.748,1,0.32,0.225,0,0.537,0.334,130.042,4
2lGPF2wR0mmWTo1wK3R4dn,Klasszik Piramis,6u7q0ZGK0oilVYx4kqIk3E,Krúbi,2018-08-23T12:08:03Z,227933,2018-05-11,True,26,https://p.scdn.co/mp3-preview/91d040f82224cbff2d6cb93b67f588915b09b841?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b2734b685c457d4375f7c2d59015,0.609,0.632,5,-8.55,1,0.334,0.263,0,0.123,0.65,87.5,4
78YRVISlzTHb894Hwu6LOx,"Orbán, Verd Ki A Ferinek",6u7q0ZGK0oilVYx4kqIk3E,Krúbi,2018-08-23T12:08:03Z,155560,2018-05-11,True,36,https://p.scdn.co/mp3-preview/a6f203b7e0c602fd9be1b3bb24661c22b1ee8025?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b2734b685c457d4375f7c2d59015,0.651,0.513,6,-10.432,0,0.382,0.734,2.25e-05,0.0918,0.538,168.337,4
