id,name,album_id,album_name,artist_id,artist_name,added_at,duration_ms,release_date,explicit,popularity,preview_url,image_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
62glIqCCWBKOlgFy4Uhw19,Sö Szö,6Mo0QD5JOUYI0L18B4sRyd,Csumpa,7HhjcR2DpkXelO9wMrmrir,Bëlga,2019-08-03T10:35:42Z,281803,2017-12-06,True,36,https://p.scdn.co/mp3-preview/8aae2e01e767fa6ea08c3ae1063ca0d490dcbcaa?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2732ba6cfad34b0ac430cc335bf,0.884,0.794,1,-6.401,1,0.156,0.134,0,0.28,0.747,104.986,4
4XKUhcxRM6Qnos3HgtkOBo,Nasty,1JYk1k73qSbXCCCciopZH7,New Levels New Devils,4vGrte8FDu062Ntj0RsPiZ,Polyphia,2019-08-01T14:51:43Z,280314,2018-10-12,False,58,https://p.scdn.co/mp3-preview/6b4f0bcd1031cb9889e8c7efcb05af15961b17fc?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2736c53296d97eaae59f63805ff,0.581,0.816,2,-5.238,0,0.0471,0.000696,0.885,0.531,0.45,129.988,4
0cOK5HQ7XegQnGfy16ujrU,O.D.,1JYk1k73qSbXCCCciopZH7,New Levels New Devils,4vGrte8FDu062Ntj0RsPiZ,Polyphia,2019-08-01T14:51:43Z,202163,2018-10-12,False,58,https://p.scdn.co/mp3-preview/4fc3723f5c2750ce41f827749082a29d217ba7e2?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2736c53296d97eaae59f63805ff,0.633,0.851,11,-5.724,0,0.0685,0.000569,0.898,0.14,0.592,136.06,4
0oQCv6YGrkuibAmppmXzsD,Death Note,1JYk1k73qSbXCCCciopZH7,New Levels New Devils,4vGrte8FDu062Ntj0RsPiZ,Polyphia,2019-08-01T14:51:43Z,220115,2018-10-12,False,58,https://p.scdn.co/mp3-preview/9b97861a38898ba247fa687057a6ee4501ef7065?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2736c53296d97eaae59f63805ff,0.616,0.812,7,-5.034,0,0.0274,0.000719,0.71,0.293,0.441,132.949,4
4gzZZ7fxZQfj05RnWO4NwJ,Bad,1JYk1k73qSbXCCCciopZH7,New Levels New Devils,4vGrte8FDu062Ntj0RsPiZ,Polyphia,2019-08-01T14:51:43Z,235438,2018-10-12,False,58,https://p.scdn.co/mp3-preview/79f7ab3b6ffc9934f622b5de3634058079518ada?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2736c53296d97eaae59f63805ff,0.601,0.889,4,-4.764,0,0.0386,0.000901,0.773,0.21,0.161,92.506,4
3rw37snQHiggVrWGbtAwZM,Drown,1JYk1k73qSbXCCCciopZH7,New Levels New Devils,4vGrte8FDu062Ntj0RsPiZ,Polyphia,2019-08-01T14:51:43Z,234128,2018-10-12,False,58,https://p.scdn.co/mp3-preview/98b104a6cde1698c517575b78d8d33eebba420be?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2736c53296d97eaae59f63805ff,0.609,0.828,4,-6.514,0,0.041,0.00597,0.685,0.141,0.178,95.677,4
6VcimclPSNITdEnc6gZGNQ,Saucy,1JYk1k73qSbXCCCciopZH7,New Levels New Devils,4vGrte8FDu062Ntj0RsPiZ,Polyphia,2019-08-01T14:51:43Z,184659,2018-10-12,False,58,https://p.scdn.co/mp3-preview/68a6a32d427a5a04b1ab4d50819c3e4369a101a2?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2736c53296d97eaae59f63805ff,0.5,0.831,9,-3.619,0,0.0769,0.00497,0.527,0.128,0.603,96.354,4
5c68ii21CWTX1DuMWTIsO7,Yas,1JYk1k73qSbXCCCciopZH7,New Levels New Devils,4vGrte8FDu062Ntj0RsPiZ,Polyphia,2019-08-01T14:51:43Z,202552,2018-10-12,False,58,https://p.scdn.co/mp3-preview/59ba81279257f4163381bd5a3c4c812ed770a1e4?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2736c53296d97eaae59f63805ff,0.569,0.852,1,-4.827,0,0.0342,0.000727,0.645,0.303,0.663,144.961,4
6NatBOifiBW6JH0y5I15st,So Strange,1JYk1k73qSbXCCCciopZH7,New Levels New Devils,4vGrte8FDu062Ntj0RsPiZ,Polyphia,2019-08-01T14:51:43Z,240005,2018-10-12,False,58,https://p.scdn.co/mp3-preview/ee3c18c9b6d795e4ac44ca56804d2dd9ddcfdb4e?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2736c53296d97eaae59f63805ff,0.553,0.885,0,-4.063,1,0.0385,0.000667,0.00072,0.209,0.484,96.025,4
2aVWCXL7MeyrittWW41GPg,Rich Kids,1JYk1k73qSbXCCCciopZH7,New Levels New Devils,4vGrte8FDu062Ntj0RsPiZ,Polyphia,2019-08-01T14:51:43Z,201800,2018-10-12,False,58,https://p.scdn.co/mp3-preview/b320d59113481c7fc6a072a5ba4b9fb2a27af056?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2736c53296d97eaae59f63805ff,0.511,0.767,6,-5.475,0,0.0552,0.0164,0.67,0.141,0.398,174.982,4
0maCwhZTO3PybhSiQcsjAf,G.O.A.T.,1JYk1k73qSbXCCCciopZH7,New Levels New Devils,4vGrte8FDu062Ntj0RsPiZ,Polyphia,2019-08-01T14:51:43Z,215998,2018-10-12,False,58,https://p.scdn.co/mp3-preview/d1a337daf0f5653c78a9cdcdb8987cf312fdfbf8?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2736c53296d97eaae59f63805ff,0.66,0.76,11,-5.488,0,0.0332,0.000601,0.312,0.0949,0.359,107.028,4
0HtJ766JVlm8dZvUlCyPCN,Deine Mutter - Remix,1nE326lSZAaWAfvbVqI423,Asozialisierungsprogramm (Remixe),0tMFcqLXhtm1Gep20iuIR3,SXTN,2019-07-30T13:21:06Z,245066,2017-06-01,True,38,https://p.scdn.co/mp3-preview/37a943139bf84f94934c0e0cd6c26ed417e27b45?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b27317782b0e49e43004e4a5366d,0.739,0.898,5,-3.118,1,0.08,0.0789,0,0.696,0.818,145.017,4
5gP3V6RjMqJUOSBaIBJPMh,Hass Frau - Remix,1nE326lSZAaWAfvbVqI423,Asozialisierungsprogramm (Remixe),0tMFcqLXhtm1Gep20iuIR3,SXTN,2019-07-30T13:21:06Z,219600,2017-06-01,True,38,https://p.scdn.co/mp3-preview/e033d8b7af77e5e8fe3cc0a276d89866f8e7fa26?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b27317782b0e49e43004e4a5366d,0.761,0.944,6,-1.716,0,0.174,0.036,0,0.349,0.537,100.015,4
2eFaJDnfnZ1GkheFbesOYf,Kein Geld - Remix,1nE326lSZAaWAfvbVqI423,Asozialisierungsprogramm (Remixe),0tMFcqLXhtm1Gep20iuIR3,SXTN,2019-07-30T13:21:06Z,221293,2017-06-01,True,38,https://p.scdn.co/mp3-preview/46e7218a29c5987fb4d6d11bcb70000a6eab6c59?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b27317782b0e49e43004e4a5366d,0.696,0.873,2,-3.313,1,0.216,0.0945,0,0.262,0.597,88.956,4
2XHyvrWr4qmSVGRm5HNSlj,Ich bin schwarz - Remix,1nE326lSZAaWAfvbVqI423,Asozialisierungsprogramm (Remixe),0tMFcqLXhtm1Gep20iuIR3,SXTN,2019-07-30T13:21:06Z,186693,2017-06-01,True,38,https://p.scdn.co/mp3-preview/e3de36b55b2b3f249476ed417770973bb7677c14?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b27317782b0e49e43004e4a5366d,0.744,0.891,1,-3.657,1,0.0946,0.0313,0,0.0496,0.763,149.192,4
4muakffZHyiZIroV8wrh3O,Fotzen im Club - Remix,1nE326lSZAaWAfvbVqI423,Asozialisierungsprogramm (Remixe),0tMFcqLXhtm1Gep20iuIR3,SXTN,2019-07-30T13:21:06Z,192053,2017-06-01,True,38,https://p.scdn.co/mp3-preview/842402af77ac8e4e8526ecdd93f3fbc7e402ec32?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b27317782b0e49e43004e4a5366d,0.741,0.871,1,-4.009,1,0.216,0.168,0,0.0773,0.807,119.955,4
7s6XY6CNgHyvi61jc7Pqfn,Deine Mutter - Remix / Instrumental,1nE326lSZAaWAfvbVqI423,Asozialisierungsprogramm (Remixe),0tMFcqLXhtm1Gep20iuIR3,SXTN,2019-07-30T13:21:06Z,245080,2017-06-01,False,38,https://p.scdn.co/mp3-preview/0e541259f51f5cb74abcf2bb96d0de9d0eca6b7d?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b27317782b0e49e43004e4a5366d,0.753,0.911,7,-4.949,0,0.0463,0.00407,0.823,0.435,0.844,145.028,4
20Rh23pRJhSBvSwrGGJKwj,Hass Frau - Remix / Instrumental,1nE326lSZAaWAfvbVqI423,Asozialisierungsprogramm (Remixe),0tMFcqLXhtm1Gep20iuIR3,SXTN,2019-07-30T13:21:06Z,209093,2017-06-01,False,38,https://p.scdn.co/mp3-preview/5c42748303f37e1a410f95e43f9c0fbb95d0daf8?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b27317782b0e49e43004e4a5366d,0.766,0.89,6,-2.747,0,0.0529,0.000656,0.769,0.334,0.27,100.028,4
6lpId8kEDt6hEzmHNRMtrP,Kein Geld - Remix / Instrumental,1nE326lSZAaWAfvbVqI423,Asozialisierungsprogramm (Remixe),0tMFcqLXhtm1Gep20iuIR3,SXTN,2019-07-30T13:21:06Z,221293,2017-06-01,False,38,https://p.scdn.co/mp3-preview/b45ac48aa53b11e12d0c6a7b250cb22a49c102de?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b27317782b0e49e43004e4a5366d,0.751,0.696,7,-5.402,1,0.0538,0.00673,0.892,0.268,0.598,89.03,4
2znLyMOaYflUxO5vtyR7GT,Ich bin schwarz - Remix / Instrumental,1nE326lSZAaWAfvbVqI423,Asozialisierungsprogramm (Remixe),0tMFcqLXhtm1Gep20iuIR3,SXTN,2019-07-30T13:21:06Z,186693,2017-06-01,False,38,https://p.scdn.co/mp3-preview/3fed034ef73b3dfdea30d0e245c72ab139450ef3?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b27317782b0e49e43004e4a5366d,0.776,0.865,1,-4.475,1,0.0609,0.00198,0.847,0.0437,0.767,149.19,4
3la2Sde9UL7vB0p8pKyxnB,Fotzen im Club - Remix / Instrumental,1nE326lSZAaWAfvbVqI423,Asozialisierungsprogramm (Remixe),0tMFcqLXhtm1Gep20iuIR3,SXTN,2019-07-30T13:21:06Z,192066,2017-06-01,True,38,https://p.scdn.co/mp3-preview/a20e5460c179ca80c28fc02f1bcc27b17b4ac715?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b27317782b0e49e43004e4a5366d,0.746,0.786,8,-5.492,0,0.0425,0.0121,0.579,0.05,0.74,119.991,4
1FgmP7AOTcn7MGYmImj0kn,Ain't Gonna Die Tonight (feat. Eric Nally),72qA6s4fjF8Y2VX1UDMfp2,GEMINI,3JhNCzhSMTxs9WLGJJxWOY,Macklemore,2019-07-10T04:44:38Z,214720,2017-09-22,True,78,https://p.scdn.co/mp3-preview/d4e8bedf36990867f0892996a1b1d9a1d765efe6?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2732e94b668c60b06deb1c3a05c,0.687,0.768,7,-5.579,0,0.14,0.232,0,0.118,0.865,81.977,4
0CokSRCu5hZgPxcZBaEzVE,Glorious (feat. Skylar Grey),72qA6s4fjF8Y2VX1UDMfp2,GEMINI,3JhNCzhSMTxs9WLGJJxWOY,Macklemore,2019-07-10T04:44:38Z,220454,2017-09-22,True,78,https://p.scdn.co/mp3-preview/6b6ff3c8c72111b85b011d5ce8d573cbd2a8d8c9?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2732e94b668c60b06deb1c3a05c,0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,4
7bsnTsbiwOymZWjPF9v6Di,Marmalade (feat. Lil Yachty),72qA6s4fjF8Y2VX1UDMfp2,GEMINI,3JhNCzhSMTxs9WLGJJxWOY,Macklemore,2019-07-10T04:44:38Z,261614,2017-09-22,True,78,https://p.scdn.co/mp3-preview/96910db607da6bfd9d7d9804c9e0ae0745236bd3?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2732e94b668c60b06deb1c3a05c,0.922,0.583,5,-4.982,1,0.0753,0.0098,0,0.0962,0.494,136.043,4
7uKSil5r7uHexnM9lukPTc,Willy Wonka (feat. Offset),72qA6s4fjF8Y2VX1UDMfp2,GEMINI,3JhNCzhSMTxs9WLGJJxWOY,Macklemore,2019-07-10T04:44:38Z,222773,2017-09-22,True,78,https://p.scdn.co/mp3-preview/2fc3f52538d63322bc68d9bc321073cce972ad47?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2732e94b668c60b06deb1c3a05c,0.879,0.609,4,-4.943,0,0.114,0.0071,0,0.072,0.569,123.991,4
51Bpjq1BdQlS3V852vJCw7,Intentions (feat. Dan Caplen),72qA6s4fjF8Y2VX1UDMfp2,GEMINI,3JhNCzhSMTxs9WLGJJxWOY,Macklemore,2019-07-10T04:44:38Z,230506,2017-09-22,False,78,https://p.scdn.co/mp3-preview/2f39c215dfed908d1830e05feb26c9e53b0f7438?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2732e94b668c60b06deb1c3a05c,0.808,0.316,0,-10.137,1,0.155,0.274,1.3e-06,0.122,0.53,78.028,4
2Za1AlJNvksouPPWbXpR2X,Good Old Days (feat. Kesha),72qA6s4fjF8Y2VX1UDMfp2,GEMINI,3JhNCzhSMTxs9WLGJJxWOY,Macklemore,2019-07-10T04:44:38Z,240506,2017-09-22,False,78,https://p.scdn.co/mp3-preview/382e98fe869bf3ce35acf0f01b09cc199a3292be?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2732e94b668c60b06deb1c3a05c,0.712,0.51,8,-8.162,1,0.0633,0.446,2.46e-05,0.112,0.268,122.964,4
3S5foHRNI5lS6V3jZjTC4A,Levitate (feat. Otieno Terry),72qA6s4fjF8Y2VX1UDMfp2,GEMINI,3JhNCzhSMTxs9WLGJJxWOY,Macklemore,2019-07-10T04:44:38Z,212773,2017-09-22,True,78,https://p.scdn.co/mp3-preview/b763fe99de4822b2eb7a30f3b2c438f559119018?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2732e94b668c60b06deb1c3a05c,0.812,0.855,0,-7.012,0,0.22,0.122,1.14e-06,0.117,0.539,115.981,4
2eucFttlfFNX5fRD78JBdI,Firebreather (feat. Reignwolf),72qA6s4fjF8Y2VX1UDMfp2,GEMINI,3JhNCzhSMTxs9WLGJJxWOY,Macklemore,2019-07-10T04:44:38Z,205533,2017-09-22,True,78,https://p.scdn.co/mp3-preview/e1ea1e2fbd73688779fbd052f68bee37a16791df?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2732e94b668c60b06deb1c3a05c,0.701,0.839,11,-5.072,0,0.201,0.158,0,0.0604,0.833,90.049,4
61LwlLA6HkrEcGp6kwKiGg,How to Play the Flute (feat. King Draino),72qA6s4fjF8Y2VX1UDMfp2,GEMINI,3JhNCzhSMTxs9WLGJJxWOY,Macklemore,2019-07-10T04:44:38Z,208720,2017-09-22,True,78,https://p.scdn.co/mp3-preview/8fe7bf459393fd529da206ec7ab369a495b7d858?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2732e94b668c60b06deb1c3a05c,0.883,0.561,8,-5.494,1,0.127,0.00152,5.86e-06,0.0835,0.213,140.019,4
2vlWFxvJ1sapI9yULzm6ma,Ten Million,72qA6s4fjF8Y2VX1UDMfp2,GEMINI,3JhNCzhSMTxs9WLGJJxWOY,Macklemore,2019-07-10T04:44:38Z,179506,2017-09-22,True,78,https://p.scdn.co/mp3-preview/12e4824789850a2e364882e93f60adfa30428eca?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2732e94b668c60b06deb1c3a05c,0.747,0.577,8,-6.86,1,0.171,0.0241,0.0015,0.131,0.429,130.092,4
2JjkHuu2A0A0hvewiZKutV,Over It (feat. Donna Missal),72qA6s4fjF8Y2VX1UDMfp2,GEMINI,3JhNCzhSMTxs9WLGJJxWOY,Macklemore,2019-07-10T04:44:38Z,218560,2017-09-22,True,78,https://p.scdn.co/mp3-preview/e948bb9dde32aa558bea7c9f61604ff2fdfd42f4?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2732e94b668c60b06deb1c3a05c,0.633,0.469,5,-8.375,0,0.11,0.307,0,0.105,0.193,120.041,4
4IlBZXHTwY7DoxA4piiHtM,Zara (feat. Abir),72qA6s4fjF8Y2VX1UDMfp2,GEMINI,3JhNCzhSMTxs9WLGJJxWOY,Macklemore,2019-07-10T04:44:38Z,217280,2017-09-22,True,78,https://p.scdn.co/mp3-preview/688645ef99a42385febcc1618818957f604bf1e6?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2732e94b668c60b06deb1c3a05c,0.773,0.413,6,-9.324,0,0.0673,0.0345,0,0.09,0.215,115.869,4
4m4aiyWCBH011DhxQeoWt1,Corner Store (feat. Dave B & Travis Thompson),72qA6s4fjF8Y2VX1UDMfp2,GEMINI,3JhNCzhSMTxs9WLGJJxWOY,Macklemore,2019-07-10T04:44:38Z,273520,2017-09-22,True,78,https://p.scdn.co/mp3-preview/f3bb29b0d91916555efa3ce3a434603c4fd9f775?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2732e94b668c60b06deb1c3a05c,0.845,0.425,11,-9.534,1,0.413,0.124,0,0.37,0.817,145.982,4
7seAyaKcGBCEJff8Zf3YyU,Miracle (feat. Dan Caplen),72qA6s4fjF8Y2VX1UDMfp2,GEMINI,3JhNCzhSMTxs9WLGJJxWOY,Macklemore,2019-07-10T04:44:38Z,224640,2017-09-22,False,78,https://p.scdn.co/mp3-preview/b34d6deb018750e2424e29ebbb30105afd27ddcd?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2732e94b668c60b06deb1c3a05c,0.635,0.382,9,-10.951,0,0.0518,0.847,8.32e-06,0.131,0.554,132.975,4
3R68iUwgcJ6cXSbjt3kRjw,Church (feat. Xperience),72qA6s4fjF8Y2VX1UDMfp2,GEMINI,3JhNCzhSMTxs9WLGJJxWOY,Macklemore,2019-07-10T04:44:38Z,250466,2017-09-22,True,78,https://p.scdn.co/mp3-preview/fa09b6fe3a350ab542817c1a9f023ba5a9aa176d?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2732e94b668c60b06deb1c3a05c,0.479,0.553,5,-9.753,1,0.209,0.274,0.000165,0.111,0.287,68.963,4
2KrMF8DGJrhADg3rPtWFZy,Excavate (feat. Saint Claire),72qA6s4fjF8Y2VX1UDMfp2,GEMINI,3JhNCzhSMTxs9WLGJJxWOY,Macklemore,2019-07-10T04:44:38Z,236440,2017-09-22,False,78,https://p.scdn.co/mp3-preview/261e15638627df735cd2e8b02fcf0100271ab6ab?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2732e94b668c60b06deb1c3a05c,0.455,0.444,3,-11.493,1,0.328,0.547,1.42e-06,0.13,0.212,94.684,1
6URlKrAIlJJwHnHxxXWywt,short kings anthem,7M6kfnFbh2bfNjmN3DJX8Y,short kings anthem,2cFrymmkijnjDg9SS92EPM,blackbear,2019-06-30T20:09:41Z,159183,2019-06-21,True,60,https://p.scdn.co/mp3-preview/2fd2956286fc85944601da0507ebcea5b6fbae2f?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273e02d9203d92557e609519260,0.9,0.691,8,-3.888,0,0.107,0.0974,0,0.141,0.854,98.011,4
1KfSe4Rxeyu222Xdr4FRqT,Intro,1GoyonfRoH51VYeWWoQBd3,Locals Only,072QZuLtCqlAesYnOGY7lN,Tiny Meat Gang,2019-06-10T14:31:38Z,53045,2018-12-20,True,55,https://p.scdn.co/mp3-preview/95a0c458fd93c0ac33fb7a8d14bfb4bca777d78c?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2733f77e79cb52cf07399b49921,0.618,0.558,5,-10.023,0,0.51,0.675,0,0.827,0.516,124.109,5
70FzPO5rw9GACwmf8iXp1q,No Flex,1GoyonfRoH51VYeWWoQBd3,Locals Only,072QZuLtCqlAesYnOGY7lN,Tiny Meat Gang,2019-06-10T14:31:38Z,184347,2018-12-20,True,55,https://p.scdn.co/mp3-preview/bee61bbaeb6d1a0550addc7d31fb0feb8bf3072e?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2733f77e79cb52cf07399b49921,0.933,0.756,8,-8.753,1,0.193,0.348,0.000371,0.182,0.852,137.993,4
4HwahomGRYNRciJ0VjBMQ1,BYOB (Be Your Own Boss),1GoyonfRoH51VYeWWoQBd3,Locals Only,072QZuLtCqlAesYnOGY7lN,Tiny Meat Gang,2019-06-10T14:31:38Z,123000,2018-12-20,True,55,https://p.scdn.co/mp3-preview/5c96555ccc78c488fdee7a892c5d21b21b651e45?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2733f77e79cb52cf07399b49921,0.693,0.651,2,-9.023,1,0.203,0.0851,0.452,0.117,0.156,159.994,4
7J8SwOt4ECj8Ui6zJaBLQ1,Drip,1GoyonfRoH51VYeWWoQBd3,Locals Only,072QZuLtCqlAesYnOGY7lN,Tiny Meat Gang,2019-06-10T14:31:38Z,198400,2018-12-20,True,55,https://p.scdn.co/mp3-preview/8c60aaf76e8370f720f876356ef3e79b71cd1d8b?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2733f77e79cb52cf07399b49921,0.738,0.694,8,-3.976,1,0.0556,0.0454,0,0.115,0.333,149.962,4
40TKWq5LzZCQWLFBOKTe1j,Please Be A Hit,1GoyonfRoH51VYeWWoQBd3,Locals Only,072QZuLtCqlAesYnOGY7lN,Tiny Meat Gang,2019-06-10T14:31:38Z,135200,2018-12-20,True,55,https://p.scdn.co/mp3-preview/728fa0808a2f45144b1c400399e0279bc3f370fe?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2733f77e79cb52cf07399b49921,0.741,0.758,1,-5.288,1,0.0411,0.211,1.11e-05,0.103,0.4,75.012,4
5w2qILWgWgsIRywOU7LI0n,G-Shit,1GoyonfRoH51VYeWWoQBd3,Locals Only,072QZuLtCqlAesYnOGY7lN,Tiny Meat Gang,2019-06-10T14:31:38Z,141000,2018-12-20,True,55,https://p.scdn.co/mp3-preview/a060ef31a5c352882f375c592b84f604a16d18e1?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2733f77e79cb52cf07399b49921,0.741,0.726,10,-4.824,0,0.353,0.0242,0.00255,0.324,0.638,160.042,4
4S0ldFK72PHqFu78YG0T7g,Juice,1GoyonfRoH51VYeWWoQBd3,Locals Only,072QZuLtCqlAesYnOGY7lN,Tiny Meat Gang,2019-06-10T14:31:38Z,157090,2018-12-20,True,55,https://p.scdn.co/mp3-preview/23a7efb62af535a5a46c9f3d152491aaa48377bf?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2733f77e79cb52cf07399b49921,0.743,0.848,1,-1.927,1,0.113,0.0387,0.000105,0.238,0.378,82.555,4
6isEar1n136uMh170XZOjx,Stay Safe,1GoyonfRoH51VYeWWoQBd3,Locals Only,072QZuLtCqlAesYnOGY7lN,Tiny Meat Gang,2019-06-10T14:31:38Z,96600,2018-12-20,True,55,https://p.scdn.co/mp3-preview/e62d8eb8f5a90827aad6eaeda77a6141dcec11a6?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2733f77e79cb52cf07399b49921,0.682,0.727,1,-4.24,1,0.21,0.0546,5.66e-05,0.237,0.311,99.849,4
1Z3LX0RmldAkAQzDHIptfb,Coup de tête,4wZDcd3YCzbJ62B4ejoevw,Aller-retour,2lwjwKfYZCuPEJOo8t32CD,Bon Entendeur,2019-06-07T16:39:06Z,233480,2019-06-07,False,0,,https://i.scdn.co/image/ab67616d0000b273cc1e66628e486db34e92aa12,0.608,0.665,5,-8.79,1,0.0357,0.087,0.449,0.0479,0.124,107.002,4
6tAwpow5SdQ9D5D5QlPnBu,Entrevue Optimisme (feat. Patrick Poivre d'Arvor),4wZDcd3YCzbJ62B4ejoevw,Aller-retour,2lwjwKfYZCuPEJOo8t32CD,Bon Entendeur,2019-06-07T16:39:06Z,223693,2019-06-07,False,0,,https://i.scdn.co/image/ab67616d0000b273cc1e66628e486db34e92aa12,0.808,0.764,6,-6.47,1,0.149,0.0348,0.0366,0.117,0.796,114.014,4
3e3OCjuAQy4s8qFygg9WSq,Vive nous,4wZDcd3YCzbJ62B4ejoevw,Aller-retour,2lwjwKfYZCuPEJOo8t32CD,Bon Entendeur,2019-06-07T16:39:06Z,201066,2019-06-07,False,0,,https://i.scdn.co/image/ab67616d0000b273cc1e66628e486db34e92aa12,0.737,0.696,4,-7.752,0,0.16,0.412,0.000222,0.154,0.746,96.0,4
0xh5kFdNkx6h7K1z7XpDqX,Le temps est bon,4wZDcd3YCzbJ62B4ejoevw,Aller-retour,2lwjwKfYZCuPEJOo8t32CD,Bon Entendeur,2019-06-07T16:39:06Z,203160,2019-06-07,False,0,,https://i.scdn.co/image/ab67616d0000b273cc1e66628e486db34e92aa12,0.56,0.68,3,-5.681,1,0.0797,0.24,3.54e-05,0.375,0.591,98.05,4
68M2ScH7q0eSPwNwC16RBC,La Rua Madureira,4wZDcd3YCzbJ62B4ejoevw,Aller-retour,2lwjwKfYZCuPEJOo8t32CD,Bon Entendeur,2019-06-07T16:39:06Z,221813,2019-06-07,False,0,,https://i.scdn.co/image/ab67616d0000b273cc1e66628e486db34e92aa12,0.739,0.676,11,-7.635,0,0.095,0.528,0.00778,0.353,0.599,102.047,4
3NAXcDZzD1pkVzltvlgXnG,Entrevue Expérience (feat. Frédéric Beigbeder),4wZDcd3YCzbJ62B4ejoevw,Aller-retour,2lwjwKfYZCuPEJOo8t32CD,Bon Entendeur,2019-06-07T16:39:06Z,222506,2019-06-07,False,0,,https://i.scdn.co/image/ab67616d0000b273cc1e66628e486db34e92aa12,0.678,0.695,10,-6.607,0,0.227,0.0288,0.0541,0.0814,0.854,96.001,4
