id,name,artist_id,artist_name,added_at,duration_ms,release_date,explicit,popularity,preview_url,image_url
5GgmaSJiVylNjuRnzodXv5,Bang Bang,6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,2017-08-31 19:51:39+00:00,222466,1999-11-16,True,0,,https://i.scdn.co/image/ab67616d0000b2733449d887852d1b156092491a
2z5USVhHM2qGcHlKYdagmf,The Message/ Outro,6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,2017-08-31 19:51:39+00:00,329333,1999-11-16,False,0,,https://i.scdn.co/image/ab67616d0000b2733449d887852d1b156092491a
5rJhIuRVjNZJ2iHH66N8XT,Same Old Love - Borgore Remix,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,2017-08-31 19:48:18+00:00,256933,2015-11-20,False,0,,https://i.scdn.co/image/ab67616d0000b273729cba3bca77f5325816be57
5I7KsysDBUfF2hyoUExrm0,Delicious,7u160I5qtBYZTQMLEIJmyz,Borgore,2017-08-31 19:47:03+00:00,334427,2011-06-06,False,16,https://p.scdn.co/mp3-preview/606321e83a0733aaedb4c2bf617bac3ae9aab4fe?cid=884409f9066d4b54be728fb81a6c5be9,https://i.scdn.co/image/ab67616d0000b27367f23c9fddb2d5da1723f362
3LFbIpp9DaVOASIXGInWRm,Delicious - Instrumental,7u160I5qtBYZTQMLEIJmyz,Borgore,2017-08-31 19:47:03+00:00,333983,2011-06-06,False,4,https://p.scdn.co/mp3-preview/0fb58fe8fc42e84266adc0a7cb19a5ed968da38e?cid=884409f9066d4b54be728fb81a6c5be9,https://i.scdn.co/image/ab67616d0000b27367f23c9fddb2d5da1723f362
4mxgwTFnNNbavvvQf9H9DZ,Gloryhole,7u160I5qtBYZTQMLEIJmyz,Borgore,2017-08-31 19:47:03+00:00,277689,2011-06-06,False,17,https://p.scdn.co/mp3-preview/a3c1be4780108aa69ebe8e86796c50981ac1ee3c?cid=884409f9066d4b54be728fb81a6c5be9,https://i.scdn.co/image/ab67616d0000b27367f23c9fddb2d5da1723f362
30cGkWtN8YRLISt8TP8sp6,Gloryhole - Instrumental,7u160I5qtBYZTQMLEIJmyz,Borgore,2017-08-31 19:47:03+00:00,277663,2011-06-06,False,3,https://p.scdn.co/mp3-preview/9e2527b5f89074efaf250ae691c542bb3d6b1fdb?cid=884409f9066d4b54be728fb81a6c5be9,https://i.scdn.co/image/ab67616d0000b27367f23c9fddb2d5da1723f362
1fnMHbW7zURKdRtfXsLOCf,Someone Elses (feat. Adi Ulmansky),7u160I5qtBYZTQMLEIJmyz,Borgore,2017-08-31 19:47:03+00:00,217033,2011-06-06,False,22,https://p.scdn.co/mp3-preview/7ddc6da264fd58d962b6106112f8b36ed306f13f?cid=884409f9066d4b54be728fb81a6c5be9,https://i.scdn.co/image/ab67616d0000b27367f23c9fddb2d5da1723f362
16o2d2cPfLoCB27pKDH0Tc,Someone Elses (feat. Adi Ulmansky) - Instrumental,7u160I5qtBYZTQMLEIJmyz,Borgore,2017-08-31 19:47:03+00:00,217712,2011-06-06,False,4,https://p.scdn.co/mp3-preview/1d96884decc78346e7d2f2fb7d10c47d49821eb8?cid=884409f9066d4b54be728fb81a6c5be9,https://i.scdn.co/image/ab67616d0000b27367f23c9fddb2d5da1723f362
6DvJm23OkhzWPkyEEGQHF6,Kiss My Lips (feat. Dev) - Instrumental,7u160I5qtBYZTQMLEIJmyz,Borgore,2017-08-31 19:46:37+00:00,248479,2012-02-27,False,8,https://p.scdn.co/mp3-preview/cecbd4ae9b7770dddc2ff4e7011c0c59075bf4cd?cid=884409f9066d4b54be728fb81a6c5be9,https://i.scdn.co/image/ab67616d0000b273aaaa06e14af3c60095c66e33
2kPwplu82FCk8rDYqesHk0,Kiss My Lips (feat. Dev),7u160I5qtBYZTQMLEIJmyz,Borgore,2017-08-31 19:46:35+00:00,246807,2012-02-27,False,38,https://p.scdn.co/mp3-preview/bdcf1eda4785108498b40e91f15da09807426188?cid=884409f9066d4b54be728fb81a6c5be9,https://i.scdn.co/image/ab67616d0000b273aaaa06e14af3c60095c66e33
